presencia,bio_11,bio_12,bio_13,bio_14,bio_4,bio_5,bio_7
0,245,2036,307,32,646,322,145
1,242,1527,252,7,738,339,173
1,261,2412,374,84,562,330,111
0,237,1892,333,1,687,337,191
1,252,2433,377,15,442,338,164
0,255,1870,300,9,395,341,161
1,256,2399,345,18,1037,348,131
0,250,2071,363,66,563,322,119
1,244,1824,308,18,400,319,140
0,255,2020,361,40,589,320,112
1,250,2781,333,98,327,313,117
1,255,2128,238,109,405,319,116
1,257,1775,254,61,487,333,141
1,246,1696,282,21,429,317,132
0,250,2251,357,16,512,335,159
1,245,2393,400,11,602,356,202
0,232,1385,230,21,1356,334,177
0,262,2568,330,128,281,321,106
1,236,1923,257,35,766,317,155
0,248,3254,338,179,390,304,102
1,249,2487,302,62,653,324,123
0,238,1561,258,26,1285,338,173
0,241,1970,346,6,564,339,188
0,224,2592,525,26,801,289,108
1,259,1656,286,4,499,346,167
1,256,2233,332,32,439,340,157
0,251,3210,336,173,408,307,101
0,260,2294,377,88,622,337,123
0,260,2864,364,81,292,323,118
1,251,2423,328,55,421,321,132
1,246,2439,397,57,516,319,138
1,253,2621,326,62,605,328,128
1,250,2864,333,125,706,316,111
1,256,2356,332,51,610,325,108
1,252,2841,320,159,385,312,108
1,220,1202,206,36,1951,324,169
0,255,2836,376,53,825,336,123
0,261,2613,335,79,373,322,108
0,228,1271,213,19,1426,332,181
1,271,1006,170,6,641,336,114
0,240,1992,325,2,809,348,196
0,249,1907,300,8,364,342,176
0,221,2078,280,69,503,303,157
0,259,2256,308,64,419,329,126
1,239,2070,318,49,1064,328,155
1,263,2080,333,63,444,325,108
0,245,2000,273,47,602,317,135
0,253,1616,263,14,338,336,161
0,245,2384,386,9,534,354,201
0,263,2265,318,63,449,336,133
0,242,2326,335,41,606,317,143
0,237,1870,318,2,483,334,182
1,274,1555,296,5,480,350,135
0,251,6239,618,325,284,316,116
0,257,2518,251,170,436,323,113
1,258,2626,315,155,346,317,104
0,240,2088,271,58,623,320,151
0,255,3363,429,138,516,330,122
0,236,1946,346,4,894,331,184
0,248,3531,397,228,425,308,104
0,226,3881,426,209,435,290,112
1,249,2218,347,26,562,332,152
1,236,1923,328,6,491,333,184
0,258,3435,392,210,330,317,106
1,252,2980,331,185,532,314,106
0,250,2257,365,13,444,340,175
0,161,989,168,16,440,225,123
0,250,2605,289,139,393,309,108
1,267,2496,340,68,434,326,102
0,251,3307,366,213,426,310,103
1,269,2047,395,35,566,335,105
0,262,1827,315,2,532,351,166
1,233,1872,253,31,812,316,158
1,247,3313,363,213,468,309,105
0,264,2239,320,73,486,333,118
0,244,1829,307,17,400,319,139
1,260,1713,318,0,690,352,173
1,175,2475,373,71,284,235,115
0,269,2126,369,43,572,335,103
0,238,2314,357,41,728,318,153
0,259,2285,379,87,667,339,125
0,255,1571,259,10,698,346,162
1,248,2178,349,9,432,335,161
1,255,1866,234,77,539,333,142
0,253,3086,402,81,673,331,120
0,267,2162,264,83,412,328,105
1,237,1916,327,5,488,334,184
1,248,2293,303,44,527,319,133
1,247,2858,313,178,523,311,112
1,238,1871,381,4,895,333,184
1,264,2279,288,115,304,324,106
0,247,2231,352,7,617,354,198
0,63,823,139,12,810,159,191
1,236,2255,312,123,328,301,114
0,249,2249,361,12,487,335,162
1,255,2898,335,120,448,333,144
1,248,2021,370,33,460,313,117
1,263,2460,300,95,280,321,105
1,262,2265,308,48,377,333,134
1,244,2047,355,8,494,340,184
1,259,2302,311,40,387,332,137
0,245,2272,361,9,446,336,167
0,264,2548,392,98,588,336,114
1,253,2373,281,89,531,324,132
0,247,2457,321,52,495,318,134
0,251,2787,278,177,491,313,111
1,262,2228,324,84,432,324,105
0,267,1675,257,12,368,336,130
0,256,1518,248,3,524,344,168
0,241,2415,383,12,519,344,192
1,251,2635,250,186,496,314,114
0,242,1606,275,37,1108,336,163
0,202,1717,247,46,683,292,173
1,263,2224,324,64,468,333,125
1,258,2651,340,59,301,325,125
1,232,3806,545,147,945,309,132
0,260,1623,299,2,814,348,164
0,240,2017,344,3,693,353,208
1,267,2169,287,64,421,328,102
1,251,2411,274,81,509,319,127
1,239,1917,332,5,478,335,182
1,270,2278,331,62,558,336,103
0,255,2297,364,14,956,345,129
1,244,2047,347,3,488,334,170
0,233,3025,416,101,856,312,142
1,265,1886,315,73,455,328,111
1,213,1415,243,46,2218,320,170
0,246,2213,381,8,572,347,193
1,187,928,148,16,1992,295,174
1,116,858,160,10,973,233,210
0,243,1928,358,1,493,335,172
1,250,2361,293,61,473,318,128
0,258,1812,310,2,508,348,169
0,247,2280,351,13,522,304,96
1,231,1291,170,62,350,305,130
0,263,2446,341,103,303,323,107
0,266,1797,267,15,348,333,123
1,257,1720,348,49,579,325,114
0,228,1906,342,5,567,326,189
0,238,2027,325,0,784,352,212
1,263,2157,409,18,268,331,127
0,252,2231,355,20,539,334,155
0,248,2155,369,9,495,344,185
1,257,1654,261,5,365,347,170
1,252,3072,343,180,458,311,104
0,247,2193,349,51,642,321,115
0,261,2402,294,106,371,321,104
1,250,1590,255,8,622,340,162
1,234,3287,487,117,1056,315,138
0,226,1350,223,25,1488,329,177
0,249,1729,364,40,647,333,131
1,223,2710,504,47,687,287,111
1,247,2358,381,8,533,355,200
1,219,3007,467,85,1864,325,180
0,244,2471,330,74,609,316,110
1,260,2090,256,100,364,328,123
1,259,2539,349,39,405,331,135
1,261,2426,418,65,603,331,110
1,265,2501,260,133,408,332,124
1,236,2428,374,13,512,340,191
1,250,1932,288,20,581,326,140
0,225,2984,472,89,1930,329,177
1,258,2426,394,15,463,352,181
0,250,2445,267,100,405,314,120
0,242,1574,259,23,1181,341,172
1,247,1824,318,22,379,322,140
0,252,1607,185,76,486,328,145
1,253,2136,323,17,593,330,141
1,217,986,265,4,321,293,142
0,253,2826,311,154,436,314,111
1,264,2481,329,117,446,325,104
1,260,2355,318,46,315,327,124
0,252,2467,314,60,419,319,129
0,260,3255,431,142,470,334,126
1,260,1748,211,75,516,338,144
0,266,2256,320,103,338,325,104
1,264,2442,402,94,442,326,107
0,255,2347,332,50,604,324,106
0,255,2029,371,27,554,319,107
1,238,2111,341,1,758,353,214
0,261,2148,233,116,300,320,110
0,244,2409,386,9,563,357,207
0,259,2686,362,46,408,329,130
0,255,2114,317,21,464,327,134
0,242,1992,259,46,649,321,150
0,240,2038,314,19,269,324,162
0,249,2156,339,11,406,340,172
1,244,1954,248,51,587,323,150
0,249,2266,353,25,555,330,149
1,261,2245,332,70,486,329,118
1,257,2288,372,89,664,336,124
0,249,2172,352,9,422,336,162
0,54,1404,204,25,682,141,172
0,256,2421,362,19,409,343,170
0,257,2163,401,72,524,327,117
0,248,2397,332,59,430,317,133
0,254,2511,378,19,395,343,174
1,258,2321,365,31,385,330,134
1,235,1973,331,2,846,346,210
1,267,1899,315,70,393,329,110
0,147,775,140,12,734,236,170
1,247,1822,304,16,413,322,139
0,234,1820,303,41,1531,336,173
1,250,3199,396,107,579,323,115
0,258,1890,331,20,320,329,128
1,249,1828,267,31,777,332,148
1,97,1116,161,25,434,156,118
1,260,2662,358,52,409,327,124
0,246,1955,249,60,545,325,149
1,254,2630,295,134,429,316,114
1,262,2648,336,144,301,322,106
0,239,2231,318,43,658,317,150
1,262,2193,333,24,389,344,159
0,247,2166,361,10,462,340,178
1,258,2134,415,8,403,314,99
1,252,1846,266,17,550,328,140
0,179,2789,405,60,394,237,110
1,261,2592,324,134,319,321,107
0,251,2867,342,107,681,316,111
1,65,928,147,11,747,160,189
1,263,2337,357,61,416,331,124
1,248,1566,280,26,448,314,120
0,234,2341,313,59,875,317,153
0,255,2731,283,177,524,316,108
0,258,2427,349,32,467,334,140
1,261,2269,313,51,397,332,132
1,260,2167,312,72,481,330,125
0,242,2027,293,26,633,319,147
0,260,2517,361,24,1053,350,131
1,255,2087,300,22,533,329,136
0,246,3093,336,202,514,311,113
0,258,2550,363,29,414,333,143
0,255,2192,266,82,534,334,144
0,244,1983,298,33,678,322,145
1,248,2236,359,6,485,353,195
1,252,1766,293,18,329,329,140
1,146,766,179,15,500,225,147
1,248,1583,273,35,960,340,160
1,218,1496,326,4,249,289,135
1,249,2430,298,56,654,324,125
0,264,2254,307,101,306,324,107
0,255,2290,356,19,425,340,165
0,242,1773,284,42,1017,333,158
1,267,2533,407,90,603,337,112
0,254,2826,301,183,530,316,108
0,242,2300,391,4,710,358,214
0,133,1319,153,39,360,197,123
0,233,1693,240,18,975,323,159
1,237,1716,280,35,1310,336,172
1,244,2146,378,6,599,345,191
0,257,2116,311,53,633,327,109
1,220,1474,243,47,2007,324,169
1,259,5499,633,370,223,312,97
1,251,2989,304,165,383,312,108
0,267,2469,394,90,382,327,106
0,250,3426,371,230,401,309,103
0,262,2493,329,95,334,322,106
0,250,1847,313,47,527,318,121
1,251,2231,212,138,475,316,113
0,245,1455,236,12,952,341,170
1,244,1810,270,33,900,330,151
1,247,1996,274,39,567,320,138
1,240,2129,308,38,639,318,147
1,251,2425,323,73,604,323,111
1,262,1921,332,4,557,353,169
0,256,1619,271,16,350,336,149
1,224,2428,270,139,633,297,120
1,25,807,155,4,863,122,191
1,247,2276,363,9,455,347,186
0,252,3226,420,185,479,319,113
0,236,1919,324,5,492,333,185
1,264,2294,235,112,414,331,124
1,244,1538,258,17,501,333,174
1,242,861,219,5,1042,321,124
1,243,1939,313,11,411,322,146
0,257,1814,287,9,281,344,168
1,246,2083,357,7,483,337,174
0,245,2046,376,42,654,326,124
0,266,2340,295,99,433,326,103
0,248,4038,548,109,408,309,106
0,238,2467,329,76,685,317,146
0,238,1883,220,102,438,301,118
0,246,3763,419,171,553,312,109
1,242,1936,316,49,679,317,117
1,244,2800,285,190,537,313,115
1,191,1901,211,124,502,273,138
1,260,2524,332,78,289,322,114
0,186,1267,202,22,1175,280,162
0,252,2883,324,159,403,310,108
0,260,2554,345,55,405,326,120
0,149,1907,286,32,324,217,127
1,255,2848,316,163,439,317,113
1,6,799,154,6,952,94,177
0,253,2965,330,166,426,313,107
1,264,2356,249,121,391,330,122
1,250,2500,328,58,425,318,130
0,253,1859,272,17,519,328,137
0,261,2125,316,49,559,329,109
0,265,1469,263,5,892,357,145
1,246,2331,377,7,613,360,209
0,245,2213,363,12,460,337,177
0,245,1840,253,30,585,319,142
0,250,2517,395,29,477,329,145
0,250,2042,388,52,655,333,128
0,229,1787,312,2,986,337,203
0,239,1693,284,43,1329,334,160
1,224,1895,316,46,1819,328,177
0,255,1684,218,51,533,332,141
0,235,1693,236,17,779,317,158
0,194,2476,358,52,324,250,106
0,248,2426,325,60,618,318,108
1,263,2607,343,164,325,323,107
0,252,2727,315,126,320,313,115
1,253,2254,332,32,451,338,159
0,266,1425,238,9,542,341,134
1,265,2221,294,107,301,324,107
1,251,2212,297,35,468,323,136
0,249,3035,440,41,596,323,125
0,259,2366,252,109,407,324,118
1,274,1425,236,6,554,354,137
0,250,2212,352,49,616,325,115
0,238,1980,298,9,293,328,170
0,234,2912,292,192,561,304,117
0,265,2951,433,53,726,346,124
1,252,1608,275,3,891,346,173
1,264,2215,327,63,466,334,125
0,237,2418,373,12,619,355,211
0,264,2039,327,38,586,333,114
0,247,3253,375,174,466,311,109
1,261,3100,362,180,432,322,106
1,246,2257,364,5,521,352,196
0,241,2304,386,3,650,356,212
1,251,2534,310,75,381,316,125
0,254,3551,419,189,454,325,121
0,249,2338,309,58,415,317,131
0,229,1592,271,9,715,327,182
1,251,1733,239,43,552,326,141
0,256,3410,353,231,403,315,109
0,261,2039,220,108,342,321,111
0,265,2203,295,76,454,330,110
0,254,2918,326,186,452,315,110
0,191,1275,202,21,730,298,200
1,250,3285,332,199,362,309,105
0,246,2068,350,8,477,339,178
0,44,851,150,9,823,137,186
0,251,1699,251,57,517,327,144
1,257,2550,312,82,333,318,111
0,264,2191,307,34,396,340,141
1,244,1840,223,99,480,321,146
1,261,2614,325,138,304,321,106
1,268,2305,309,71,410,327,102
0,263,2813,533,73,520,330,112
1,258,5874,614,342,275,306,85
1,265,2112,322,92,343,326,110
1,263,2609,375,118,358,324,109
0,63,757,105,30,417,127,110
1,219,2673,416,87,2012,323,172
0,49,811,174,6,1375,177,233
1,246,3847,430,167,570,312,109
1,245,2164,291,64,589,322,141
1,249,2960,312,161,325,308,105
1,251,3370,374,220,400,310,104
0,233,1674,231,17,905,320,161
0,248,2408,337,58,445,318,134
1,258,2368,378,103,395,325,117
0,265,1486,262,8,766,358,152
1,259,1650,257,14,718,344,157
0,246,2885,287,194,521,313,115
0,252,3080,338,188,444,310,102
1,250,2465,242,166,525,318,114
1,262,1675,312,14,287,337,144
1,255,2289,331,31,417,325,131
1,256,1815,223,81,495,334,145
1,251,3024,327,176,397,311,106
0,255,2821,254,190,414,318,116
0,122,1006,156,48,365,198,142
0,250,1747,249,26,792,336,156
0,250,2864,312,159,395,311,109
1,252,4420,457,201,364,321,120
0,259,2673,372,57,408,324,116
0,248,2053,307,23,542,323,140
0,261,2515,339,108,409,329,118
1,263,2448,316,88,399,323,103
0,260,2588,351,64,388,323,112
0,220,1797,233,80,404,297,150
1,252,2423,355,19,453,347,182
1,243,2093,343,19,356,332,169
0,228,1790,292,54,1591,328,168
0,254,2519,386,22,937,341,127
0,245,1565,270,28,439,312,122
0,251,1895,278,18,589,328,141
0,256,2832,310,192,465,316,107
0,256,1703,287,10,503,339,152
0,263,2238,327,116,335,324,109
1,256,1817,324,64,563,325,116
1,224,1741,306,3,1074,332,203
1,255,2868,387,53,785,336,122
0,251,2131,330,23,455,338,162
1,248,1666,242,34,585,323,140
0,255,2322,379,13,448,348,179
1,255,1659,261,7,644,343,160
0,245,1551,270,28,451,312,121
0,47,805,165,8,1281,172,226
0,258,2156,395,67,662,341,129
1,244,1988,310,8,361,338,178
0,251,2202,397,71,686,334,129
0,252,2877,317,157,441,312,109
0,263,2508,386,109,638,337,117
0,257,3478,485,138,506,334,129
0,260,3113,395,153,409,331,125
1,252,3441,399,139,450,331,146
1,256,1820,293,11,388,337,152
0,262,2380,341,44,561,329,106
1,258,2625,337,67,317,320,116
0,254,2737,306,144,592,316,108
1,262,2175,413,73,481,329,114
0,254,3619,442,190,446,327,125
1,225,416,164,2,1043,314,151
0,264,2576,373,115,323,325,109
0,257,1715,272,9,342,346,169
0,269,2861,410,39,786,351,126
0,234,1747,286,38,1399,334,172
0,241,3181,363,144,572,308,110
1,233,1532,170,93,492,310,145
0,256,3536,433,196,428,333,135
0,269,1567,266,8,626,352,136
0,248,2400,383,12,509,350,192
0,251,4199,500,129,392,328,142
0,233,1847,334,2,631,332,190
1,263,2730,375,145,340,324,108
0,256,1616,275,3,847,347,167
1,185,1723,201,81,316,241,103
1,264,2218,312,115,335,324,109
0,259,2412,299,87,393,320,105
0,117,822,126,12,626,214,192
0,244,2052,356,6,579,343,190
1,262,2336,314,120,321,322,107
0,262,2237,287,88,452,335,134
0,203,1542,155,97,501,273,125
1,258,3361,434,141,488,337,136
1,251,3139,344,178,423,309,102
1,258,2186,318,68,499,330,127
1,265,2120,248,83,383,328,109
1,248,1910,287,12,278,334,165
1,244,1829,273,34,886,329,150
0,262,1843,284,5,402,352,169
1,240,2052,330,10,501,332,170
0,262,2657,282,142,411,329,123
1,221,1746,314,11,710,317,182
1,214,1963,337,6,570,310,186
1,228,572,234,0,1177,318,154
1,257,3504,470,157,457,334,133
1,256,2950,336,181,431,314,101
1,262,2319,323,81,491,330,116
0,259,2773,336,169,432,319,104
1,240,1781,336,0,497,336,180
1,252,2656,323,91,290,314,115
0,257,2273,353,26,427,330,135
1,258,2224,312,27,485,335,140
0,260,3208,454,84,625,341,132
1,230,1332,222,20,1371,333,179
0,225,1969,314,61,1895,328,172
1,259,1790,291,5,437,343,162
1,257,2473,359,52,455,335,144
1,254,2386,325,45,405,323,131
0,5,796,147,5,894,101,190
0,258,2198,302,35,394,333,143
0,251,2833,319,137,654,316,110
1,264,2965,453,58,733,346,124
0,265,2039,331,55,511,330,106
1,254,2459,315,63,347,318,119
1,234,2240,297,54,831,316,154
1,238,1786,306,2,943,345,199
0,252,2444,265,101,380,315,120
1,189,1120,141,57,529,261,133
0,252,2861,322,153,382,313,108
1,258,2303,260,98,497,328,130
0,249,2004,278,20,260,328,152
1,247,1968,314,23,315,327,152
0,254,1586,260,2,621,346,175
1,261,2574,327,89,380,321,105
1,258,1849,296,6,457,342,158
0,254,2911,339,179,390,312,102
1,256,3369,352,234,411,315,109
0,266,1937,367,50,441,328,111
0,228,2167,292,48,965,315,160
1,134,2324,270,139,317,191,103
1,265,2161,289,121,298,325,107
0,245,2713,298,154,604,310,113
0,256,2195,327,22,534,334,143
0,257,1722,313,1,696,352,178
1,261,2208,315,47,407,334,137
0,226,1225,204,21,1545,331,180
1,251,3107,356,130,433,330,146
1,243,1897,245,50,558,322,149
1,261,2501,302,151,346,320,105
0,255,2417,372,20,463,334,150
1,225,1121,187,25,1743,331,178
0,254,3436,368,230,413,316,108
0,250,2904,346,117,748,318,114
1,234,2515,258,165,556,305,118
1,255,2758,384,17,923,341,126
0,251,1752,241,45,567,327,141
1,16,769,139,7,849,109,187
1,261,3202,361,185,319,320,105
1,247,3548,405,228,435,309,106
1,247,1974,223,93,517,321,142
1,251,2671,283,147,355,309,105
1,255,2651,399,28,906,342,127
1,262,1490,273,9,631,345,137
1,253,3040,386,78,706,331,120
1,252,3361,370,220,398,311,104
1,251,2684,314,104,342,312,115
1,258,3197,372,191,352,318,106
0,247,1879,288,19,293,328,152
1,237,3427,377,200,455,301,112
0,262,2371,321,48,382,332,131
1,256,2668,404,12,920,344,128
1,246,1687,227,49,572,326,150
1,253,1743,271,12,666,338,153
0,235,4782,666,70,663,307,122
0,260,2748,347,60,293,326,123
1,262,2038,244,101,320,324,113
1,245,2810,426,110,432,318,137
1,260,2276,339,28,406,345,165
0,262,2274,324,39,356,337,142
1,248,6350,658,310,240,303,99
0,244,1969,310,12,266,329,162
1,256,2720,369,42,893,340,125
0,250,1528,271,23,854,341,162
1,248,3479,408,222,442,311,107
0,234,1890,335,5,544,332,189
0,259,3330,436,156,437,334,130
0,204,3016,364,163,235,263,109
1,257,2188,320,26,504,335,144
0,207,1543,184,72,550,288,155
1,221,1962,220,127,536,296,125
1,248,2238,359,51,585,324,118
1,250,2593,295,101,334,313,120
0,212,2442,262,157,513,289,129
0,248,1487,252,1,677,344,179
0,250,2109,339,36,492,325,135
1,213,1526,243,31,1353,303,151
0,256,3027,297,202,393,317,113
1,248,1577,275,38,959,341,160
1,256,1939,257,30,406,328,134
1,172,686,98,14,811,269,187
1,251,2477,337,65,599,323,110
1,262,1653,368,35,613,329,113
0,243,1846,252,31,631,321,149
1,216,1985,258,65,541,300,161
0,124,775,174,16,217,197,139
1,237,1454,242,11,985,334,174
0,248,2185,361,8,479,336,168
1,254,2860,321,199,461,315,108
0,251,2629,306,110,325,312,114
0,263,2308,275,91,383,323,104
1,255,1951,297,61,411,329,139
1,215,2784,285,177,575,291,127
1,252,2440,363,18,458,347,183
0,251,2795,280,176,493,312,110
0,263,2623,334,128,371,323,104
1,240,1848,293,44,1043,331,156
1,243,1869,247,36,603,321,149
1,243,1910,246,43,593,322,150
1,244,1738,296,3,802,350,196
0,238,1866,271,22,704,318,153
1,262,2570,301,109,296,320,105
0,260,2227,299,52,437,334,136
1,253,2877,382,54,795,334,122
0,268,4149,502,96,380,330,108
1,254,1756,290,15,323,335,150
0,263,2959,426,52,728,344,123
1,268,2582,354,97,386,328,104
1,261,1963,348,36,439,325,112
1,246,1979,275,44,582,318,136
0,247,2096,266,51,559,317,132
0,267,1906,335,59,437,329,112
0,255,2727,295,163,572,316,107
1,89,839,167,8,1015,200,208
1,255,2845,273,181,409,319,115
0,243,2061,307,31,611,320,145
0,267,1990,319,88,361,327,108
0,258,3351,511,28,578,328,109
1,241,2353,340,46,614,317,146
1,263,2748,412,118,427,324,106
1,252,1738,264,16,727,338,156
1,255,2895,322,165,415,316,112
0,250,1911,289,19,657,328,142
0,249,2949,352,95,723,317,111
0,261,2602,335,168,350,321,107
0,245,2265,358,6,529,331,162
0,259,2404,299,86,393,320,105
0,73,870,156,10,1040,188,212
1,252,2034,409,52,710,341,136
1,267,2501,362,98,358,326,104
1,265,2147,269,111,295,324,105
1,231,1346,225,18,1298,333,179
1,249,2103,321,16,444,329,147
0,258,1740,279,6,475,342,157
0,243,2389,385,54,532,317,141
1,233,2108,317,10,303,325,174
0,234,1736,286,41,1402,332,170
1,241,2063,355,5,922,345,192
1,240,1905,257,32,695,320,153
0,258,2745,329,168,405,317,103
0,250,1751,228,61,527,328,147
1,253,2539,381,19,436,345,180
0,259,1974,314,64,516,328,119
1,246,2362,381,9,492,350,189
0,260,2695,345,87,312,320,111
1,238,1780,290,19,398,307,128
0,255,2874,336,176,407,313,102
0,225,1734,301,3,1005,327,193
0,252,2694,342,61,761,325,118
1,237,1887,278,21,745,318,154
0,260,1774,291,4,417,345,163
0,244,2200,355,6,626,348,194
0,256,2710,342,111,333,316,109
0,247,1975,271,36,562,321,139
0,252,2211,393,73,677,335,128
1,248,2268,356,14,463,340,171
0,250,2635,328,60,738,323,118
1,251,2686,331,83,337,314,117
0,250,2259,364,17,557,330,148
1,260,2584,313,153,328,319,105
1,229,1981,360,4,816,329,195
1,262,3142,354,178,317,321,105
1,255,2169,367,4,376,341,166
0,254,2926,333,179,463,313,101
0,255,2567,293,121,423,319,116
0,256,1597,258,10,701,346,162
0,210,1759,250,52,646,296,166
0,247,1779,254,60,495,323,144
1,250,3519,399,232,421,311,106
1,227,2278,364,68,1817,328,172
1,240,2056,345,4,864,345,191
1,264,2267,304,87,421,328,113
0,257,2842,278,177,415,320,115
0,250,1521,199,56,524,324,142
0,253,2038,305,27,584,330,142
0,248,1843,304,20,330,323,136
1,247,2113,357,7,471,337,171
0,247,1953,294,13,272,333,165
0,259,3007,357,176,317,318,105
1,249,2172,363,9,454,338,171
1,259,2292,376,87,612,336,122
0,228,1908,261,34,1087,319,166
1,253,3004,331,201,488,313,105
0,262,2928,353,167,372,321,104
0,239,1815,268,23,813,322,153
1,238,3160,368,150,417,303,111
1,262,2381,355,86,497,329,113
0,234,2986,447,100,1072,318,142
1,261,3093,457,80,634,342,128
1,259,7239,768,460,230,312,96
1,260,2252,312,66,423,330,125
0,240,2025,349,3,707,353,209
1,248,3454,378,230,404,307,103
0,267,2161,320,90,345,327,107
0,263,2296,265,90,437,333,129
1,256,1694,231,55,506,332,141
0,249,1560,274,19,377,332,162
1,252,2608,297,122,344,314,116
0,249,2389,401,11,581,358,200
1,253,1854,320,2,554,348,177
1,132,1565,191,94,401,195,113
1,250,2631,363,49,583,322,112
0,254,2321,334,23,389,335,157
0,259,2293,312,38,361,330,132
0,245,2495,305,73,590,320,126
0,248,1787,259,34,565,323,141
0,258,2892,422,31,807,341,125
0,249,2439,316,55,450,318,132
0,241,1936,334,6,471,336,181
1,253,2385,265,93,482,320,126
0,249,2401,287,69,411,315,126
0,237,5020,607,317,201,286,89
1,229,2141,361,31,417,300,133
0,242,1956,326,8,517,338,185
1,254,1811,273,22,570,331,140
0,249,2428,305,85,564,323,136
1,248,3386,342,214,392,308,105
1,154,3020,437,92,222,222,123
1,200,4008,620,37,609,277,126
0,77,907,180,12,1142,199,219
0,246,2315,377,5,516,353,199
0,255,2254,383,79,625,331,123
0,249,3462,356,213,383,307,102
0,248,2385,334,51,619,318,109
0,246,1746,266,33,911,334,154
1,238,2191,364,2,794,356,218
0,242,1727,301,34,473,311,125
0,268,2315,377,86,483,331,107
0,228,1847,304,11,522,326,185
1,245,2064,311,29,598,321,143
0,247,2121,357,45,621,324,118
1,261,2266,224,137,357,323,111
0,249,3311,354,210,366,308,104
1,253,1640,286,2,824,345,171
1,261,2369,350,60,466,334,133
1,135,1153,190,16,906,248,207
1,264,1913,355,18,314,331,119
0,227,1679,266,9,599,326,182
0,225,1857,305,51,1719,327,172
1,263,2261,342,84,463,326,107
0,259,2862,339,174,407,316,100
0,254,2757,314,137,624,317,109
1,255,2509,384,18,451,334,150
0,261,2084,267,74,304,320,105
0,63,784,182,3,976,169,200
0,246,1691,284,1,831,342,179
1,259,6913,726,389,273,319,107
1,249,3562,401,166,409,306,102
1,206,1437,151,82,461,277,127
0,259,2127,236,105,395,323,116
0,237,1936,351,4,889,333,185
0,250,2019,335,3,563,351,188
1,246,1539,261,28,969,341,166
1,36,846,177,14,1482,160,226
0,251,2461,267,93,384,315,122
1,231,1854,303,48,1698,333,173
0,73,789,135,9,766,166,185
1,189,1913,238,89,207,246,108
0,141,1805,294,30,1162,233,165
0,219,1898,314,47,1934,326,179
0,247,1880,318,3,499,342,177
1,246,1993,333,5,659,356,204
1,249,1670,292,2,807,346,181
1,255,2890,320,197,457,316,110
1,258,2106,327,18,400,332,135
0,194,2018,268,62,598,281,169
1,257,1769,245,31,398,327,132
1,268,2159,284,64,415,328,102
1,237,1950,296,43,1067,328,158
0,237,2351,312,70,689,316,148
1,252,2996,360,115,384,309,101
0,233,1932,322,6,483,331,186
0,236,2214,370,3,792,354,219
0,262,2256,336,27,407,346,164
1,253,2084,302,23,612,329,142
1,253,2141,339,24,454,342,168
1,264,1852,320,3,508,352,165
1,200,1122,155,43,586,279,148
0,35,792,167,5,1080,149,212
1,253,2922,289,186,469,313,109
0,252,2374,398,11,563,358,197
1,253,2895,338,178,395,312,103
0,249,3026,431,54,344,314,127
1,236,2019,360,4,875,338,193
0,241,1266,206,9,672,310,122
1,266,2065,323,85,417,327,108
0,128,783,135,17,333,199,128
0,267,1463,249,7,760,356,142
1,246,1465,255,15,436,335,171
1,260,1937,319,90,427,323,111
1,252,2358,370,24,458,332,146
0,249,1944,299,19,625,326,142
1,260,2455,332,45,416,331,131
1,32,860,179,15,1538,158,227
0,249,2305,380,12,472,346,186
1,249,3500,344,213,362,307,103
0,251,1874,275,16,614,330,144
0,260,3125,466,82,579,339,128
0,260,2904,366,160,427,319,103
1,260,3004,379,76,327,326,123
1,179,1094,154,40,601,263,161
0,248,2658,283,145,608,313,112
1,240,2946,300,200,552,309,116
1,257,3440,464,69,427,324,128
1,244,2938,325,181,536,309,112
0,248,1550,271,36,921,341,161
0,241,3243,355,203,476,306,112
0,250,2383,382,14,475,335,161
0,201,3799,418,243,325,267,120
1,234,1872,297,11,523,334,185
1,258,1830,305,11,332,340,153
0,250,2502,334,53,440,319,131
0,257,2689,360,48,898,338,125
1,255,2313,371,92,641,334,123
1,252,2989,332,183,520,315,106
1,243,1722,250,31,380,308,122
0,263,1647,272,42,635,329,106
0,250,1998,309,23,551,332,150
1,251,2862,316,155,436,312,110
0,252,2920,324,161,444,312,108
1,216,2340,297,67,325,271,100
1,224,264,159,0,1561,326,166
1,252,2175,237,123,460,315,117
1,239,1525,253,7,776,335,175
1,249,3515,362,210,371,306,103
0,249,2911,387,53,799,330,122
1,255,2454,330,53,372,323,126
1,252,1552,255,7,687,344,164
0,255,2148,232,118,333,317,113
0,250,2716,318,102,335,312,116
0,248,2324,369,14,574,332,156
0,257,2096,205,119,409,320,112
0,197,947,132,36,317,270,136
1,257,1619,273,3,528,345,168
0,248,2637,320,63,699,322,118
1,250,1893,290,19,293,327,143
0,193,1815,275,42,1317,291,171
0,260,1761,293,5,354,347,168
1,240,2192,391,5,636,343,193
0,227,1764,282,54,1597,327,167
0,262,2428,317,120,290,322,107
0,252,2443,278,102,400,316,119
0,263,3225,356,163,399,326,110
0,267,2555,377,104,382,327,105
1,260,2410,249,134,427,325,118
1,252,1819,266,20,692,334,149
0,258,2221,230,127,338,320,112
0,245,2016,309,15,357,329,161
0,251,2361,293,87,541,325,136
0,248,2193,362,10,452,338,173
1,91,709,144,8,1445,207,213
1,239,2003,322,2,908,353,203
0,26,788,154,6,1291,147,225
